1 1
2 6
3 21
4 184
5 930
6 4296
7 16441
8 45439
9 93551
10 148285
11 192942
12 223541
13 242674
14 254303
15 261518
16 266620
17 269977
18 272085
19 273785
20 275104
21 275923
22 276539
23 276944
24 277459
25 277657
26 278037
27 278136
28 278202
29 278296
30 278255
31 278388
32 278463
33 278756
34 278647
35 278508
36 278391
37 278516
38 278463
39 278633
40 278630
41 278640
42 278366
43 278609
44 278764
45 279105
46 278878
47 278885
48 278935
49 278601
50 278629
51 278822
52 278639
53 278652
54 278557
55 278632
56 278619
57 278951
58 278937
59 278704
60 278826
61 278975
62 278580
63 278797
64 278835
65 278682
66 278679
67 278698
68 278360
69 278601
70 278480
71 278561
72 278629
73 278464
74 278435
75 278525
76 278594
77 278706
78 278685
79 278520
80 278645
81 278272
82 278468
83 278421
84 278503
85 278591
