1 1
2 2
3 6
4 9
5 15
6 29
7 46
8 74
9 125
10 202
11 339
12 582
13 1033
14 1827
15 3296
16 5799
17 10103
18 17450
19 29827
20 49252
21 78285
22 117070
23 161560
24 204199
25 237334
26 259397
27 272516
28 279826
29 284284
30 286749
31 287936
32 288640
33 289110
34 289314
35 289648
36 289689
37 289869
38 290091
39 289926
40 290068
41 290242
42 290302
43 290094
44 289947
45 290284
46 290030
47 290386
48 290103
49 290085
50 290091
51 290174
52 290132
53 290184
54 290321
55 290249
56 290479
57 290534
58 290610
59 290389
60 290284
61 290320
62 290262
63 290309
64 290182
65 290077
66 290151
67 290179
68 290247
69 290059
70 289831
71 290115
72 290345
73 290377
74 290253
75 290360
76 290380
77 290270
78 290536
79 290229
80 290371
81 290406
82 290398
83 290434
84 290091
85 290198
