1 1
2 1
3 2
4 2
5 2
6 2
7 3
8 11
9 34
10 109
11 371
12 1085
13 3182
14 9242
15 23367
16 48006
17 79223
18 111285
19 140500
20 165478
21 186205
22 202518
23 215587
24 225957
25 233993
26 240345
27 245409
28 250013
29 253306
30 256050
31 258364
32 260476
33 261829
34 263230
35 264496
36 265379
37 266197
38 266819
39 267228
40 267760
41 267994
42 268338
43 268925
44 269290
45 269495
46 269466
47 269906
48 269940
49 270172
50 270206
51 270322
52 270361
53 270272
54 270169
55 270267
56 270378
57 270406
58 270484
59 270494
60 270668
61 271088
62 270898
63 270751
64 270772
65 270980
66 270978
67 270914
68 270865
69 271075
70 271110
71 270901
72 270746
73 270900
74 270928
75 270977
76 271047
77 271030
78 271010
79 270929
80 270782
81 270988
82 270865
83 270889
84 271075
85 271224
