1 1
2 3
3 5
4 14
5 24
6 38
7 60
8 108
9 188
10 340
11 608
12 1069
13 1846
14 3159
15 5573
16 9648
17 16482
18 28106
19 46878
20 74935
21 112550
22 156529
23 199683
24 233985
25 257637
26 271420
27 279294
28 283837
29 286296
30 287593
31 288278
32 288960
33 289275
34 290066
35 290036
36 289923
37 290113
38 290042
39 290174
40 289909
41 289840
42 290259
43 290217
44 290093
45 290052
46 290298
47 290176
48 290096
49 290321
50 289888
51 290096
52 290154
53 290218
54 290237
55 290491
56 290464
57 290149
58 290266
59 290404
60 290333
61 290317
62 290046
63 290015
64 290307
65 290245
66 290145
67 290378
68 290359
69 290207
70 290094
71 290541
72 290324
73 290364
74 290534
75 290517
76 290065
77 289944
78 289939
79 290170
80 289929
81 290090
82 289999
83 290150
84 289983
85 290394
