1 1
2 3
3 3
4 5
5 7
6 11
7 16
8 22
9 33
10 44
11 64
12 93
13 126
14 173
15 237
16 316
17 419
18 547
19 730
20 1002
21 1326
22 1758
23 2328
24 3081
25 4120
26 5352
27 6970
28 9093
29 11875
30 15267
31 19601
32 24882
33 31272
34 38696
35 47193
36 56600
37 66607
38 76928
39 87398
40 97135
41 106033
42 113865
43 120813
44 126703
45 131591
46 135474
47 138661
48 141190
49 143288
50 144850
51 145971
52 147230
53 148082
54 148932
55 149220
56 149644
57 150386
58 150702
59 150834
60 151074
61 151045
62 151585
63 151578
64 151746
65 151910
66 151774
67 152037
68 151958
69 151888
70 151904
71 151995
72 151943
73 152001
74 152066
75 152080
76 152139
77 152046
78 152103
79 152221
80 152321
81 152129
82 152003
83 152062
84 152086
85 152191
