1 1
2 5
3 16
4 28
5 75
6 180
7 381
8 1055
9 2883
10 8175
11 21179
12 44717
13 75712
14 108064
15 138016
16 163256
17 184155
18 200791
19 214075
20 224730
21 233138
22 239978
23 245341
24 249834
25 253467
26 256317
27 258683
28 260332
29 262128
30 263481
31 264397
32 265291
33 266202
34 266858
35 267136
36 267587
37 268178
38 268448
39 268885
40 269415
41 269509
42 269659
43 269972
44 269809
45 270022
46 270242
47 270075
48 270402
49 270323
50 270475
51 270338
52 270362
53 270533
54 270589
55 270609
56 270626
57 270576
58 270628
59 270869
60 271026
61 270789
62 270979
63 271007
64 270829
65 270860
66 270983
67 270990
68 271055
69 271280
70 271059
71 270970
72 270960
73 270960
74 271098
75 271095
76 270926
77 271063
78 271377
79 271102
80 271038
81 270801
82 270949
83 270889
84 270917
85 270645
