1 1
2 3
3 6
4 23
5 66
6 219
7 645
8 1960
9 6053
10 16473
11 36529
12 65758
13 97945
14 128357
15 155018
16 177203
17 195473
18 209895
19 221308
20 230086
21 237499
22 243134
23 247637
24 251716
25 254715
26 257519
27 259732
28 261248
29 262743
30 263954
31 265039
32 265832
33 266346
34 267309
35 267563
36 267799
37 268346
38 268752
39 268986
40 269249
41 269719
42 269738
43 269713
44 270055
45 269890
46 270418
47 270193
48 270414
49 270535
50 270700
51 270620
52 270687
53 270766
54 270856
55 270696
56 270664
57 270865
58 270826
59 271137
60 270823
61 270913
62 270949
63 270833
64 270681
65 270915
66 271024
67 270934
68 270991
69 270922
70 270891
71 270948
72 270948
73 270992
74 271086
75 271287
76 271009
77 270896
78 270921
79 271057
80 271228
81 271189
82 271303
83 271175
84 271357
85 271282
