1 1
2 2
3 12
4 57
5 149
6 363
7 1060
8 3205
9 9648
10 24972
11 50628
12 82141
13 113932
14 142824
15 167296
16 187601
17 203868
18 216764
19 226750
20 234814
21 241247
22 246382
23 250469
24 253672
25 256396
26 258609
27 260349
28 261863
29 263114
30 264386
31 265262
32 266024
33 266531
34 267088
35 267370
36 268081
37 268547
38 268836
39 269333
40 269512
41 269691
42 270139
43 270062
44 270202
45 270090
46 270281
47 270471
48 270265
49 270502
50 270762
51 270841
52 270775
53 270718
54 270849
55 270730
56 270810
57 270719
58 270703
59 270755
60 270544
61 270705
62 270814
63 270711
64 270931
65 270641
66 270872
67 270958
68 271042
69 271047
70 270947
71 271116
72 270938
73 270915
74 270870
75 271122
76 271064
77 271131
78 271032
79 271238
80 271497
81 271417
82 271506
83 271323
84 271141
85 271064
