1 1
2 1
3 2
4 5
5 6
6 6
7 8
8 10
9 11
10 12
11 16
12 19
13 25
14 28
15 33
16 34
17 37
18 43
19 47
20 66
21 85
22 97
23 121
24 144
25 180
26 219
27 269
28 319
29 417
30 539
31 688
32 843
33 1084
34 1373
35 1735
36 2136
37 2623
38 3266
39 4042
40 4853
41 5922
42 7158
43 8699
44 10550
45 12741
46 15221
47 18070
48 21239
49 24762
50 28778
51 33053
52 37567
53 42042
54 46819
55 51645
56 56347
57 61154
58 65658
59 69677
60 73525
61 77284
62 80582
63 83781
64 86606
65 89048
66 91284
67 93318
68 95005
69 96652
70 98115
71 99460
72 100650
73 101531
74 102443
75 103175
76 103966
77 104465
78 105013
79 105540
80 105828
81 106347
82 106808
83 107111
84 107530
85 107758
