1 1
2 4
3 6
4 9
5 15
6 30
7 53
8 100
9 177
10 289
11 494
12 823
13 1448
14 2538
15 4451
16 7887
17 13784
18 23655
19 39552
20 64088
21 98666
22 141079
23 185403
24 223654
25 250594
26 267388
27 277154
28 282635
29 285607
30 287248
31 288519
32 289029
33 289597
34 289639
35 289819
36 290088
37 290039
38 290116
39 290078
40 290142
41 289948
42 290063
43 290214
44 290270
45 290320
46 290236
47 290152
48 290020
49 290281
50 290298
51 290077
52 290006
53 289989
54 290168
55 289996
56 290081
57 290134
58 290163
59 290257
60 290085
61 290168
62 290297
63 290233
64 290082
65 290113
66 290295
67 290112
68 290366
69 290215
70 290209
71 290210
72 290365
73 290110
74 290206
75 290130
76 290037
77 290015
78 289953
79 289848
80 290051
81 290014
82 290216
83 290271
84 290308
85 290333
